'x',"gameId","playId","nflId","frameId","time","jerseyNumber","team","playDirection","x","y","s","a","dis","o","dir","event"
1017241,2021092000,2437,43775.0,50,2021-09-21T02:12:53.500,95.0,DET,right,54.81,21.35,2.34,4.7,0.21,1.37,257.89,None
1017242,2021092000,2437,43775.0,51,2021-09-21T02:12:53.600,95.0,DET,right,54.57,21.28,2.71,4.7,0.25,3.93,249.27,None
1017243,2021092000,2437,43775.0,52,2021-09-21T02:12:53.700,95.0,DET,right,54.3,21.17,3.14,4.43,0.29,5.05,244.47,None
1017244,2021092000,2437,43775.0,53,2021-09-21T02:12:53.800,95.0,DET,right,54.0,21.02,3.53,3.44,0.33,7.6,244.43,None
1017245,2021092000,2437,43775.0,54,2021-09-21T02:12:53.900,95.0,DET,right,53.66,20.88,3.82,2.51,0.37,10.94,245.51,None
1017246,2021092000,2437,43775.0,55,2021-09-21T02:12:54.000,95.0,DET,right,53.3,20.72,4.03,1.8,0.39,10.94,246.75,None
1017247,2021092000,2437,43775.0,56,2021-09-21T02:12:54.100,95.0,DET,right,52.93,20.59,4.06,1.5,0.39,8.39,251.01,None
1017248,2021092000,2437,43775.0,57,2021-09-21T02:12:54.200,95.0,DET,right,52.54,20.47,4.06,1.94,0.4,7.19,254.56,None
1017249,2021092000,2437,43775.0,58,2021-09-21T02:12:54.300,95.0,DET,right,52.15,20.4,3.98,3.28,0.4,358.69,261.98,None
1017250,2021092000,2437,43775.0,59,2021-09-21T02:12:54.400,95.0,DET,right,51.76,20.36,3.84,5.04,0.39,355.35,269.77,None
1017251,2021092000,2437,43775.0,60,2021-09-21T02:12:54.500,95.0,DET,right,51.39,20.39,3.64,5.39,0.37,351.04,280.18,None
1017252,2021092000,2437,43775.0,61,2021-09-21T02:12:54.600,95.0,DET,right,51.06,20.5,3.45,5.68,0.35,346.85,292.17,None
1017253,2021092000,2437,43775.0,62,2021-09-21T02:12:54.700,95.0,DET,right,50.76,20.65,3.35,5.24,0.34,342.37,301.65,None
1017254,2021092000,2437,43775.0,63,2021-09-21T02:12:54.800,95.0,DET,right,50.48,20.85,3.35,4.57,0.33,340.52,310.02,pass_forward
1017255,2021092000,2437,43775.0,64,2021-09-21T02:12:54.900,95.0,DET,right,50.26,21.07,3.22,3.97,0.31,339.38,317.89,None
1017256,2021092000,2437,43775.0,65,2021-09-21T02:12:55.000,95.0,DET,right,50.04,21.27,3.01,2.69,0.3,338.0,318.59,None
1017257,2021092000,2437,43775.0,66,2021-09-21T02:12:55.100,95.0,DET,right,49.85,21.49,2.91,2.17,0.3,339.55,322.13,None
1017258,2021092000,2437,43775.0,67,2021-09-21T02:12:55.200,95.0,DET,right,49.7,21.7,2.63,2.15,0.26,342.99,325.17,None
1017259,2021092000,2437,43775.0,68,2021-09-21T02:12:55.300,95.0,DET,right,49.56,21.9,2.32,2.3,0.24,346.28,325.94,None
1017260,2021092000,2437,44888.0,1,2021-09-21T02:12:48.600,34.0,DET,right,64.6,21.73,0.0,0.0,0.02,286.95,322.61,None
1017261,2021092000,2437,44888.0,2,2021-09-21T02:12:48.700,34.0,DET,right,64.59,21.73,0.0,0.0,0.0,286.14,320.06,None
1017262,2021092000,2437,44888.0,3,2021-09-21T02:12:48.800,34.0,DET,right,64.59,21.73,0.0,0.0,0.0,286.14,321.45,None
1017263,2021092000,2437,44888.0,4,2021-09-21T02:12:48.900,34.0,DET,right,64.59,21.73,0.0,0.0,0.01,285.26,316.46,None
1017264,2021092000,2437,44888.0,5,2021-09-21T02:12:49.000,34.0,DET,right,64.59,21.73,0.0,0.0,0.0,285.26,316.19,None
1017265,2021092000,2437,44888.0,6,2021-09-21T02:12:49.100,34.0,DET,right,64.58,21.74,0.0,0.0,0.01,284.28,317.22,ball_snap
1017266,2021092000,2437,44888.0,7,2021-09-21T02:12:49.200,34.0,DET,right,64.58,21.75,0.02,0.29,0.01,283.16,338.41,None
1017267,2021092000,2437,44888.0,8,2021-09-21T02:12:49.300,34.0,DET,right,64.57,21.77,0.22,2.07,0.03,282.44,336.38,None
1017268,2021092000,2437,44888.0,9,2021-09-21T02:12:49.400,34.0,DET,right,64.55,21.81,0.51,3.04,0.04,283.1,334.09,None
1017269,2021092000,2437,44888.0,10,2021-09-21T02:12:49.500,34.0,DET,right,64.52,21.87,0.85,3.24,0.07,280.7,331.97,None
1017270,2021092000,2437,44888.0,11,2021-09-21T02:12:49.600,34.0,DET,right,64.46,21.97,1.28,3.43,0.12,281.72,330.29,None
1017271,2021092000,2437,44888.0,12,2021-09-21T02:12:49.700,34.0,DET,right,64.34,22.16,2.08,4.57,0.23,280.87,329.73,None
1017272,2021092000,2437,44888.0,13,2021-09-21T02:12:49.800,34.0,DET,right,64.23,22.37,2.6,4.44,0.24,278.84,330.33,None
1017273,2021092000,2437,44888.0,14,2021-09-21T02:12:49.900,34.0,DET,right,64.08,22.63,3.08,3.99,0.29,277.32,330.64,None
1017274,2021092000,2437,44888.0,15,2021-09-21T02:12:50.000,34.0,DET,right,63.92,22.91,3.45,3.28,0.33,277.32,329.49,None
1017275,2021092000,2437,44888.0,16,2021-09-21T02:12:50.100,34.0,DET,right,63.73,23.22,3.77,2.71,0.36,277.32,328.82,None
1017276,2021092000,2437,44888.0,17,2021-09-21T02:12:50.200,34.0,DET,right,63.53,23.55,3.97,1.9,0.39,278.49,328.16,None
1017277,2021092000,2437,44888.0,18,2021-09-21T02:12:50.300,34.0,DET,right,63.32,23.89,4.04,0.97,0.4,280.28,327.83,play_action
1017278,2021092000,2437,44888.0,19,2021-09-21T02:12:50.400,34.0,DET,right,63.12,24.22,3.94,0.12,0.39,283.14,328.82,None
1017279,2021092000,2437,44888.0,20,2021-09-21T02:12:50.500,34.0,DET,right,62.93,24.55,3.76,1.07,0.38,295.72,330.46,None
1017280,2021092000,2437,44888.0,21,2021-09-21T02:12:50.600,34.0,DET,right,62.76,24.87,3.57,1.79,0.36,304.07,331.82,None
1017281,2021092000,2437,44888.0,22,2021-09-21T02:12:50.700,34.0,DET,right,62.61,25.17,3.24,2.42,0.33,308.27,333.91,None
1017282,2021092000,2437,44888.0,23,2021-09-21T02:12:50.800,34.0,DET,right,62.48,25.45,2.92,2.98,0.31,305.4,337.9,None
1017283,2021092000,2437,44888.0,24,2021-09-21T02:12:50.900,34.0,DET,right,62.39,25.71,2.6,3.18,0.27,304.21,341.93,None
1017284,2021092000,2437,44888.0,25,2021-09-21T02:12:51.000,34.0,DET,right,62.33,25.95,2.38,3.13,0.25,304.21,348.44,None
1017285,2021092000,2437,44888.0,26,2021-09-21T02:12:51.100,34.0,DET,right,62.31,26.17,2.13,3.17,0.22,299.25,357.18,None
1017286,2021092000,2437,44888.0,27,2021-09-21T02:12:51.200,34.0,DET,right,62.31,26.38,1.97,2.94,0.21,298.3,5.36,None
1017287,2021092000,2437,44888.0,28,2021-09-21T02:12:51.300,34.0,DET,right,62.34,26.56,1.8,2.77,0.18,296.49,13.83,None
1017288,2021092000,2437,44888.0,29,2021-09-21T02:12:51.400,34.0,DET,right,62.4,26.73,1.77,2.53,0.18,295.24,23.65,None
1017289,2021092000,2437,44888.0,30,2021-09-21T02:12:51.500,34.0,DET,right,62.49,26.89,1.81,2.25,0.18,292.41,31.77,None
1017290,2021092000,2437,44888.0,31,2021-09-21T02:12:51.600,34.0,DET,right,62.6,27.04,1.84,2.05,0.18,288.29,39.9,None
1017291,2021092000,2437,44888.0,32,2021-09-21T02:12:51.700,34.0,DET,right,62.74,27.16,1.88,2.16,0.18,284.54,50.38,None
1017292,2021092000,2437,44888.0,33,2021-09-21T02:12:51.800,34.0,DET,right,62.9,27.27,1.94,1.99,0.19,282.97,57.95,None
1017293,2021092000,2437,44888.0,34,2021-09-21T02:12:51.900,34.0,DET,right,63.07,27.36,1.98,1.92,0.2,276.1,65.63,None
1017294,2021092000,2437,44888.0,35,2021-09-21T02:12:52.000,34.0,DET,right,63.26,27.43,2.02,1.81,0.2,271.0,72.07,None
1017295,2021092000,2437,44888.0,36,2021-09-21T02:12:52.100,34.0,DET,right,63.45,27.48,2.07,1.59,0.2,267.7,76.79,None
1017296,2021092000,2437,44888.0,37,2021-09-21T02:12:52.200,34.0,DET,right,63.66,27.52,2.13,1.37,0.21,262.92,80.87,None
1017297,2021092000,2437,44888.0,38,2021-09-21T02:12:52.300,34.0,DET,right,63.85,27.54,1.99,1.2,0.19,264.37,84.78,None
1017298,2021092000,2437,44888.0,39,2021-09-21T02:12:52.400,34.0,DET,right,64.04,27.56,1.88,1.1,0.19,261.8,86.97,None
1017299,2021092000,2437,44888.0,40,2021-09-21T02:12:52.500,34.0,DET,right,64.21,27.59,1.69,1.08,0.17,258.39,83.01,None
1017300,2021092000,2437,44888.0,41,2021-09-21T02:12:52.600,34.0,DET,right,64.35,27.64,1.49,1.53,0.15,260.4,75.64,None
1017301,2021092000,2437,44888.0,42,2021-09-21T02:12:52.700,34.0,DET,right,64.48,27.69,1.31,2.22,0.14,260.4,65.01,None
1017302,2021092000,2437,44888.0,43,2021-09-21T02:12:52.800,34.0,DET,right,64.58,27.76,1.19,2.43,0.12,258.82,51.59,None
1017303,2021092000,2437,44888.0,44,2021-09-21T02:12:52.900,34.0,DET,right,64.65,27.88,1.27,2.68,0.13,258.82,32.17,None
1017304,2021092000,2437,44888.0,45,2021-09-21T02:12:53.000,34.0,DET,right,64.7,27.97,1.15,2.35,0.11,258.82,20.65,None
1017305,2021092000,2437,44888.0,46,2021-09-21T02:12:53.100,34.0,DET,right,64.73,28.06,1.02,1.96,0.1,257.42,10.08,None
1017306,2021092000,2437,44888.0,47,2021-09-21T02:12:53.200,34.0,DET,right,64.74,28.14,0.86,1.63,0.08,257.42,1.47,None
1017307,2021092000,2437,44888.0,48,2021-09-21T02:12:53.300,34.0,DET,right,64.73,28.2,0.66,1.72,0.06,255.87,345.13,None
1017308,2021092000,2437,44888.0,49,2021-09-21T02:12:53.400,34.0,DET,right,64.7,28.21,0.44,2.37,0.04,255.87,299.19,None
1017309,2021092000,2437,44888.0,50,2021-09-21T02:12:53.500,34.0,DET,right,64.64,28.21,0.58,2.55,0.05,253.67,261.08,None
1017310,2021092000,2437,44888.0,51,2021-09-21T02:12:53.600,34.0,DET,right,64.57,28.18,0.86,2.6,0.08,250.31,244.32,None
1017311,2021092000,2437,44888.0,52,2021-09-21T02:12:53.700,34.0,DET,right,64.48,28.13,1.1,2.38,0.1,251.05,236.52,None
1017312,2021092000,2437,44888.0,53,2021-09-21T02:12:53.800,34.0,DET,right,64.39,28.05,1.33,2.11,0.12,251.89,231.05,None
1017313,2021092000,2437,44888.0,54,2021-09-21T02:12:53.900,34.0,DET,right,64.27,27.96,1.51,1.76,0.14,253.53,228.61,None
1017314,2021092000,2437,44888.0,55,2021-09-21T02:12:54.000,34.0,DET,right,64.16,27.85,1.63,1.26,0.16,255.94,226.8,None
1017315,2021092000,2437,44888.0,56,2021-09-21T02:12:54.100,34.0,DET,right,64.04,27.74,1.66,0.69,0.16,257.5,225.95,None
1017316,2021092000,2437,44888.0,57,2021-09-21T02:12:54.200,34.0,DET,right,63.92,27.63,1.68,0.25,0.17,258.99,225.6,None
1017317,2021092000,2437,44888.0,58,2021-09-21T02:12:54.300,34.0,DET,right,63.81,27.52,1.6,0.4,0.16,261.39,227.19,None
1017318,2021092000,2437,44888.0,59,2021-09-21T02:12:54.400,34.0,DET,right,63.7,27.43,1.39,1.14,0.14,263.53,231.77,None
1017319,2021092000,2437,44888.0,60,2021-09-21T02:12:54.500,34.0,DET,right,63.6,27.37,1.09,1.91,0.11,258.4,240.47,None
1017320,2021092000,2437,44888.0,61,2021-09-21T02:12:54.600,34.0,DET,right,63.51,27.33,0.91,2.21,0.1,254.59,251.82,None
1017321,2021092000,2437,44888.0,62,2021-09-21T02:12:54.700,34.0,DET,right,63.43,27.32,0.72,2.31,0.08,251.35,267.55,None
1017322,2021092000,2437,44888.0,63,2021-09-21T02:12:54.800,34.0,DET,right,63.37,27.33,0.62,2.3,0.06,247.17,289.82,pass_forward
1017323,2021092000,2437,44888.0,64,2021-09-21T02:12:54.900,34.0,DET,right,63.34,27.36,0.48,2.25,0.05,234.76,320.54,None
1017324,2021092000,2437,44888.0,65,2021-09-21T02:12:55.000,34.0,DET,right,63.32,27.4,0.51,2.1,0.04,229.12,350.47,None
1017325,2021092000,2437,44888.0,66,2021-09-21T02:12:55.100,34.0,DET,right,63.34,27.45,0.54,2.01,0.05,217.33,24.13,None
1017326,2021092000,2437,44888.0,67,2021-09-21T02:12:55.200,34.0,DET,right,63.41,27.47,0.7,2.38,0.07,194.48,66.67,None
1017327,2021092000,2437,44888.0,68,2021-09-21T02:12:55.300,34.0,DET,right,63.49,27.47,0.97,2.69,0.09,191.14,86.8,None
1017328,2021092000,2437,44937.0,1,2021-09-21T02:12:48.600,44.0,DET,right,63.72,33.09,0.02,0.02,0.02,236.79,294.96,None
1017329,2021092000,2437,44937.0,2,2021-09-21T02:12:48.700,44.0,DET,right,63.72,33.09,0.02,0.02,0.0,239.35,293.79,None
1017330,2021092000,2437,44937.0,3,2021-09-21T02:12:48.800,44.0,DET,right,63.71,33.09,0.01,0.02,0.01,240.37,292.44,None
1017331,2021092000,2437,44937.0,4,2021-09-21T02:12:48.900,44.0,DET,right,63.71,33.08,0.01,0.02,0.01,240.37,289.02,None
1017332,2021092000,2437,44937.0,5,2021-09-21T02:12:49.000,44.0,DET,right,63.71,33.08,0.01,0.01,0.01,241.35,284.65,None
1017333,2021092000,2437,44937.0,6,2021-09-21T02:12:49.100,44.0,DET,right,63.71,33.08,0.01,0.01,0.01,241.35,288.4,ball_snap
1017334,2021092000,2437,44937.0,7,2021-09-21T02:12:49.200,44.0,DET,right,63.7,33.09,0.01,0.01,0.01,242.12,290.13,None
1017335,2021092000,2437,44937.0,8,2021-09-21T02:12:49.300,44.0,DET,right,63.7,33.1,0.02,0.24,0.02,244.53,323.0,None
1017336,2021092000,2437,44937.0,9,2021-09-21T02:12:49.400,44.0,DET,right,63.69,33.12,0.11,0.86,0.02,244.53,341.96,None
1017337,2021092000,2437,44937.0,10,2021-09-21T02:12:49.500,44.0,DET,right,63.69,33.14,0.25,1.33,0.02,244.53,347.53,None
1017338,2021092000,2437,44937.0,11,2021-09-21T02:12:49.600,44.0,DET,right,63.69,33.18,0.43,1.58,0.04,243.55,352.0,None
1017339,2021092000,2437,44937.0,12,2021-09-21T02:12:49.700,44.0,DET,right,63.69,33.23,0.64,1.69,0.06,242.64,356.5,None
1017340,2021092000,2437,44937.0,13,2021-09-21T02:12:49.800,44.0,DET,right,63.68,33.31,0.83,1.65,0.08,243.39,357.63,None
1017341,2021092000,2437,44937.0,14,2021-09-21T02:12:49.900,44.0,DET,right,63.68,33.44,1.2,1.78,0.13,245.46,357.68,None
1017342,2021092000,2437,44937.0,15,2021-09-21T02:12:50.000,44.0,DET,right,63.67,33.58,1.43,1.72,0.14,247.74,358.43,None
1017343,2021092000,2437,44937.0,16,2021-09-21T02:12:50.100,44.0,DET,right,63.67,33.73,1.56,1.43,0.15,250.41,359.73,None
1017344,2021092000,2437,44937.0,17,2021-09-21T02:12:50.200,44.0,DET,right,63.69,33.89,1.68,1.19,0.16,252.54,4.26,None
1017345,2021092000,2437,44937.0,18,2021-09-21T02:12:50.300,44.0,DET,right,63.72,34.06,1.79,1.25,0.17,258.4,9.5,play_action
1017346,2021092000,2437,44937.0,19,2021-09-21T02:12:50.400,44.0,DET,right,63.75,34.24,1.85,1.11,0.18,261.18,12.06,None
1017347,2021092000,2437,44937.0,20,2021-09-21T02:12:50.500,44.0,DET,right,63.8,34.42,1.77,1.05,0.18,260.4,16.26,None
1017348,2021092000,2437,44937.0,21,2021-09-21T02:12:50.600,44.0,DET,right,63.84,34.57,1.5,1.31,0.16,264.59,16.37,None
1017349,2021092000,2437,44937.0,22,2021-09-21T02:12:50.700,44.0,DET,right,63.88,34.69,1.13,2.15,0.13,260.74,16.87,None
1017350,2021092000,2437,44937.0,23,2021-09-21T02:12:50.800,44.0,DET,right,63.9,34.78,0.75,2.72,0.09,259.86,15.01,None
1017351,2021092000,2437,44937.0,24,2021-09-21T02:12:50.900,44.0,DET,right,63.9,34.83,0.41,3.06,0.05,260.76,346.4,None
1017352,2021092000,2437,44937.0,25,2021-09-21T02:12:51.000,44.0,DET,right,63.87,34.86,0.4,3.36,0.04,259.57,286.38,None
1017353,2021092000,2437,44937.0,26,2021-09-21T02:12:51.100,44.0,DET,right,63.81,34.86,0.72,3.32,0.06,249.96,259.93,None
1017354,2021092000,2437,44937.0,27,2021-09-21T02:12:51.200,44.0,DET,right,63.71,34.84,1.11,3.1,0.1,245.27,253.62,None
1017355,2021092000,2437,44937.0,28,2021-09-21T02:12:51.300,44.0,DET,right,63.58,34.8,1.45,2.69,0.14,243.87,253.76,None
1017356,2021092000,2437,44937.0,29,2021-09-21T02:12:51.400,44.0,DET,right,63.44,34.77,1.65,2.11,0.15,238.51,254.43,None
1017357,2021092000,2437,44937.0,30,2021-09-21T02:12:51.500,44.0,DET,right,63.27,34.74,1.79,1.55,0.17,236.97,258.49,None
1017358,2021092000,2437,44937.0,31,2021-09-21T02:12:51.600,44.0,DET,right,63.09,34.71,1.88,1.14,0.18,239.59,262.4,None
1017359,2021092000,2437,44937.0,32,2021-09-21T02:12:51.700,44.0,DET,right,62.92,34.75,1.79,1.53,0.17,237.29,276.92,None
1017360,2021092000,2437,44937.0,33,2021-09-21T02:12:51.800,44.0,DET,right,62.77,34.81,1.72,2.16,0.17,240.51,290.73,None
1017361,2021092000,2437,44937.0,34,2021-09-21T02:12:51.900,44.0,DET,right,62.64,34.91,1.7,2.63,0.16,244.65,305.1,None
1017362,2021092000,2437,44937.0,35,2021-09-21T02:12:52.000,44.0,DET,right,62.55,35.06,1.75,3.42,0.17,258.37,326.55,None
1017363,2021092000,2437,44937.0,36,2021-09-21T02:12:52.100,44.0,DET,right,62.49,35.23,1.96,3.99,0.19,262.68,343.53,None
1017364,2021092000,2437,44937.0,37,2021-09-21T02:12:52.200,44.0,DET,right,62.46,35.45,2.28,4.83,0.21,272.74,355.6,None
1017365,2021092000,2437,44937.0,38,2021-09-21T02:12:52.300,44.0,DET,right,62.47,35.69,2.68,4.86,0.25,281.56,6.43,None
1017366,2021092000,2437,44937.0,39,2021-09-21T02:12:52.400,44.0,DET,right,62.52,35.99,3.2,4.78,0.3,291.15,13.88,None
1017367,2021092000,2437,44937.0,40,2021-09-21T02:12:52.500,44.0,DET,right,62.61,36.31,3.59,4.13,0.34,294.99,17.78,None
1017368,2021092000,2437,44937.0,41,2021-09-21T02:12:52.600,44.0,DET,right,62.74,36.67,3.91,3.35,0.38,295.67,20.38,None
1017369,2021092000,2437,44937.0,42,2021-09-21T02:12:52.700,44.0,DET,right,62.89,37.05,4.23,2.73,0.41,293.93,22.63,None
1017370,2021092000,2437,44937.0,43,2021-09-21T02:12:52.800,44.0,DET,right,63.06,37.46,4.59,2.33,0.45,293.05,23.0,None
1017371,2021092000,2437,44937.0,44,2021-09-21T02:12:52.900,44.0,DET,right,63.25,37.89,4.83,1.85,0.47,293.05,23.45,None
1017372,2021092000,2437,44937.0,45,2021-09-21T02:12:53.000,44.0,DET,right,63.43,38.35,5.03,1.42,0.5,295.97,22.16,None
1017373,2021092000,2437,44937.0,46,2021-09-21T02:12:53.100,44.0,DET,right,63.61,38.83,5.15,1.08,0.51,295.97,20.71,None
1017374,2021092000,2437,44937.0,47,2021-09-21T02:12:53.200,44.0,DET,right,63.78,39.32,5.2,1.13,0.52,294.4,18.77,None
1017375,2021092000,2437,44937.0,48,2021-09-21T02:12:53.300,44.0,DET,right,63.94,39.82,5.22,1.32,0.52,287.08,17.01,None
1017376,2021092000,2437,44937.0,49,2021-09-21T02:12:53.400,44.0,DET,right,64.09,40.31,5.14,1.41,0.52,283.4,15.71,None
1017377,2021092000,2437,44937.0,50,2021-09-21T02:12:53.500,44.0,DET,right,64.22,40.81,5.07,1.5,0.51,280.93,14.38,None
1017378,2021092000,2437,44937.0,51,2021-09-21T02:12:53.600,44.0,DET,right,64.34,41.29,4.9,1.77,0.5,280.08,13.13,None
1017379,2021092000,2437,44937.0,52,2021-09-21T02:12:53.700,44.0,DET,right,64.44,41.75,4.61,2.18,0.47,280.79,12.68,None
1017380,2021092000,2437,44937.0,53,2021-09-21T02:12:53.800,44.0,DET,right,64.54,42.19,4.39,2.32,0.45,279.21,11.64,None
1017381,2021092000,2437,44937.0,54,2021-09-21T02:12:53.900,44.0,DET,right,64.62,42.58,3.95,2.83,0.4,270.22,11.79,None
1017382,2021092000,2437,44937.0,55,2021-09-21T02:12:54.000,44.0,DET,right,64.7,42.94,3.6,2.99,0.37,266.42,11.49,None
1017383,2021092000,2437,44937.0,56,2021-09-21T02:12:54.100,44.0,DET,right,64.77,43.24,2.94,4.09,0.3,259.15,13.59,None
1017384,2021092000,2437,44937.0,57,2021-09-21T02:12:54.200,44.0,DET,right,64.84,43.48,2.33,4.68,0.25,253.3,16.63,None
1017385,2021092000,2437,44937.0,58,2021-09-21T02:12:54.300,44.0,DET,right,64.91,43.66,1.71,4.91,0.19,247.85,23.66,None
1017386,2021092000,2437,44937.0,59,2021-09-21T02:12:54.400,44.0,DET,right,64.98,43.78,1.16,5.19,0.14,243.99,35.38,None
1017387,2021092000,2437,44937.0,60,2021-09-21T02:12:54.500,44.0,DET,right,65.04,43.85,0.69,4.97,0.09,238.18,60.97,None
1017388,2021092000,2437,44937.0,61,2021-09-21T02:12:54.600,44.0,DET,right,65.1,43.85,0.62,4.84,0.06,235.45,114.25,None
1017389,2021092000,2437,44937.0,62,2021-09-21T02:12:54.700,44.0,DET,right,65.15,43.79,0.96,4.47,0.08,233.03,146.23,None
1017390,2021092000,2437,44937.0,63,2021-09-21T02:12:54.800,44.0,DET,right,65.21,43.68,1.44,4.06,0.13,227.72,157.39,pass_forward
1017391,2021092000,2437,44937.0,64,2021-09-21T02:12:54.900,44.0,DET,right,65.27,43.51,1.92,3.69,0.18,223.41,162.94,None
1017392,2021092000,2437,44937.0,65,2021-09-21T02:12:55.000,44.0,DET,right,65.34,43.29,2.4,3.37,0.23,217.0,165.37,None
1017393,2021092000,2437,44937.0,66,2021-09-21T02:12:55.100,44.0,DET,right,65.4,43.02,2.88,3.2,0.28,214.56,167.25,None
1017394,2021092000,2437,44937.0,67,2021-09-21T02:12:55.200,44.0,DET,right,65.47,42.71,3.25,2.81,0.31,212.62,168.04,None
1017395,2021092000,2437,44937.0,68,2021-09-21T02:12:55.300,44.0,DET,right,65.55,42.37,3.58,2.53,0.35,206.99,167.8,None
1017396,2021092000,2437,46151.0,1,2021-09-21T02:12:48.600,21.0,DET,right,74.7,21.84,0.0,0.0,0.01,279.93,127.72,None
1017397,2021092000,2437,46151.0,2,2021-09-21T02:12:48.700,21.0,DET,right,74.71,21.84,0.0,0.0,0.01,280.79,117.72,None
1017398,2021092000,2437,46151.0,3,2021-09-21T02:12:48.800,21.0,DET,right,74.71,21.84,0.0,0.0,0.0,282.32,121.1,None
1017399,2021092000,2437,46151.0,4,2021-09-21T02:12:48.900,21.0,DET,right,74.71,21.84,0.0,0.0,0.0,283.77,119.52,None
1017400,2021092000,2437,46151.0,5,2021-09-21T02:12:49.000,21.0,DET,right,74.71,21.85,0.0,0.0,0.01,283.08,107.07,None
1017401,2021092000,2437,46151.0,6,2021-09-21T02:12:49.100,21.0,DET,right,74.72,21.86,0.0,0.0,0.01,282.24,85.9,ball_snap
1017402,2021092000,2437,46151.0,7,2021-09-21T02:12:49.200,21.0,DET,right,74.72,21.86,0.0,0.0,0.0,282.24,79.14,None
1017403,2021092000,2437,46151.0,8,2021-09-21T02:12:49.300,21.0,DET,right,74.72,21.87,0.0,0.0,0.01,283.21,70.56,None
1017404,2021092000,2437,46151.0,9,2021-09-21T02:12:49.400,21.0,DET,right,74.73,21.88,0.0,0.09,0.01,285.22,46.86,None
1017405,2021092000,2437,46151.0,10,2021-09-21T02:12:49.500,21.0,DET,right,74.73,21.89,0.08,1.01,0.01,289.15,26.72,None
1017406,2021092000,2437,46151.0,11,2021-09-21T02:12:49.600,21.0,DET,right,74.74,21.91,0.23,1.61,0.02,289.15,25.92,None
1017407,2021092000,2437,46151.0,12,2021-09-21T02:12:49.700,21.0,DET,right,74.76,21.95,0.55,2.38,0.05,287.5,21.35,None
1017408,2021092000,2437,46151.0,13,2021-09-21T02:12:49.800,21.0,DET,right,74.79,22.02,0.87,2.63,0.08,286.01,22.79,None
1017409,2021092000,2437,46151.0,14,2021-09-21T02:12:49.900,21.0,DET,right,74.83,22.12,1.15,2.55,0.1,285.31,23.32,None
1017410,2021092000,2437,46151.0,15,2021-09-21T02:12:50.000,21.0,DET,right,74.88,22.24,1.43,2.4,0.13,284.62,22.06,None
1017411,2021092000,2437,46151.0,16,2021-09-21T02:12:50.100,21.0,DET,right,74.94,22.39,1.67,2.07,0.16,283.76,21.48,None
1017412,2021092000,2437,46151.0,17,2021-09-21T02:12:50.200,21.0,DET,right,75.02,22.54,1.86,1.68,0.18,277.32,25.32,None
1017413,2021092000,2437,46151.0,18,2021-09-21T02:12:50.300,21.0,DET,right,75.11,22.7,1.91,1.03,0.18,273.89,28.14,play_action
1017414,2021092000,2437,46151.0,19,2021-09-21T02:12:50.400,21.0,DET,right,75.2,22.86,1.9,0.54,0.19,273.89,29.5,None
1017415,2021092000,2437,46151.0,20,2021-09-21T02:12:50.500,21.0,DET,right,75.29,23.02,1.84,0.7,0.18,276.51,32.44,None
1017416,2021092000,2437,46151.0,21,2021-09-21T02:12:50.600,21.0,DET,right,75.4,23.16,1.74,1.08,0.18,280.1,36.46,None
1017417,2021092000,2437,46151.0,22,2021-09-21T02:12:50.700,21.0,DET,right,75.51,23.28,1.63,1.54,0.16,289.03,43.82,None
1017418,2021092000,2437,46151.0,23,2021-09-21T02:12:50.800,21.0,DET,right,75.62,23.39,1.51,1.69,0.16,290.16,49.05,None
1017419,2021092000,2437,46151.0,24,2021-09-21T02:12:50.900,21.0,DET,right,75.74,23.48,1.47,1.71,0.15,298.48,56.74,None
1017420,2021092000,2437,46151.0,25,2021-09-21T02:12:51.000,21.0,DET,right,75.88,23.56,1.56,1.56,0.16,305.21,63.67,None
1017421,2021092000,2437,46151.0,26,2021-09-21T02:12:51.100,21.0,DET,right,76.03,23.62,1.7,1.43,0.16,310.26,68.53,None
1017422,2021092000,2437,46151.0,27,2021-09-21T02:12:51.200,21.0,DET,right,76.19,23.68,1.82,1.33,0.18,314.44,71.85,None
1017423,2021092000,2437,46151.0,28,2021-09-21T02:12:51.300,21.0,DET,right,76.37,23.74,1.92,1.09,0.19,316.52,73.19,None
1017424,2021092000,2437,46151.0,29,2021-09-21T02:12:51.400,21.0,DET,right,76.56,23.8,2.07,1.0,0.2,317.84,72.39,None
1017425,2021092000,2437,46151.0,30,2021-09-21T02:12:51.500,21.0,DET,right,76.76,23.87,2.2,1.07,0.21,317.84,68.18,None
1017426,2021092000,2437,46151.0,31,2021-09-21T02:12:51.600,21.0,DET,right,76.96,23.96,2.27,1.36,0.22,318.67,63.28,None
1017427,2021092000,2437,46151.0,32,2021-09-21T02:12:51.700,21.0,DET,right,77.16,24.08,2.36,1.95,0.23,318.67,55.95,None
1017428,2021092000,2437,46151.0,33,2021-09-21T02:12:51.800,21.0,DET,right,77.35,24.23,2.4,2.27,0.24,318.67,48.51,None
1017429,2021092000,2437,46151.0,34,2021-09-21T02:12:51.900,21.0,DET,right,77.51,24.41,2.37,3.18,0.24,322.88,35.92,None
1017430,2021092000,2437,46151.0,35,2021-09-21T02:12:52.000,21.0,DET,right,77.63,24.61,2.4,3.56,0.23,325.72,25.7,None
